observation_id,observation_date,observation_time,plant_nickname,phenophase_status,abundance_category,abundance_category_value,raw_abundance_value,category,phenophase_name,scientific_name,common_name,latitude,longitude,site_name,elevation,observation_comments,network,date,year,month,class,code,start_phase,end_phase
26403001,2021-06-16,12:00:00 AM,PIJE 1.6,No,How many fresh pollen cones are present?,,NULL,Pollen cones,Pollen cones,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL,2021-06-16,2021,6,Gymnosperm,PIJE,2021-04-22,2021-09-16
26403002,2021-06-16,12:00:00 AM,PIJE 1.6,No,What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ,,NULL,Pollen cones,Open pollen cones,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL,2021-06-16,2021,6,Gymnosperm,PIJE,2021-04-22,2021-09-16
26403003,2021-06-16,12:00:00 AM,PIJE 1.6,No,How much pollen is released?,,NULL,Pollen cones,Pollen release,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL,2021-06-16,2021,6,Gymnosperm,PIJE,2021-04-22,2021-09-16
26403004,2021-06-16,12:00:00 AM,PIJE 1.6,No,How many seed cones are unripe?,,NULL,Seed cones,Unripe seed cones,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL,2021-06-16,2021,6,Gymnosperm,PIJE,2021-04-22,2021-09-16
26403005,2021-06-16,12:00:00 AM,PIJE 1.6,No,How many seed cones are ripe?,,NULL,Seed cones,Ripe seed cones,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL,2021-06-16,2021,6,Gymnosperm,PIJE,2021-04-22,2021-09-16
26403006,2021-06-16,12:00:00 AM,PIJE 1.6,No,How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?,,NULL,Seed cones,Recent cone or seed drop,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL,2021-06-16,2021,6,Gymnosperm,PIJE,2021-04-22,2021-09-16
26403007,2021-06-16,12:00:00 AM,PIJE 1.1,Yes,"How many needle bundles are emerging?
","101 to 1,000",NULL,Needles,Emerging needles,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL,2021-06-16,2021,6,Gymnosperm,PIJE,2021-04-22,2021-09-16
26403008,2021-06-16,12:00:00 AM,PIJE 1.1,Yes,"How many bundles with young needles are present?
","101 to 1,000",NULL,Needles,Young needles,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL,2021-06-16,2021,6,Gymnosperm,PIJE,2021-04-22,2021-09-16
26403009,2021-06-16,12:00:00 AM,PIJE 1.1,Yes,How many fresh pollen cones are present?,"101 to 1,000",NULL,Pollen cones,Pollen cones,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL,2021-06-16,2021,6,Gymnosperm,PIJE,2021-04-22,2021-09-16
26403010,2021-06-16,12:00:00 AM,PIJE 1.1,Yes,What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ,95% or more,NULL,Pollen cones,Open pollen cones,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL,2021-06-16,2021,6,Gymnosperm,PIJE,2021-04-22,2021-09-16
26403011,2021-06-16,12:00:00 AM,PIJE 1.1,Yes,How much pollen is released?,Lots,NULL,Pollen cones,Pollen release,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL,2021-06-16,2021,6,Gymnosperm,PIJE,2021-04-22,2021-09-16
26403012,2021-06-16,12:00:00 AM,PIJE 1.1,Yes,How many seed cones are unripe?,11 to 100,NULL,Seed cones,Unripe seed cones,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL,2021-06-16,2021,6,Gymnosperm,PIJE,2021-04-22,2021-09-16
26403013,2021-06-16,12:00:00 AM,PIJE 1.1,No,How many seed cones are ripe?,,NULL,Seed cones,Ripe seed cones,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL,2021-06-16,2021,6,Gymnosperm,PIJE,2021-04-22,2021-09-16
26403014,2021-06-16,12:00:00 AM,PIJE 1.1,No,How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?,,NULL,Seed cones,Recent cone or seed drop,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL,2021-06-16,2021,6,Gymnosperm,PIJE,2021-04-22,2021-09-16
26403015,2021-06-16,12:00:00 AM,PIJE 1.2,No,How many fresh pollen cones are present?,,NULL,Pollen cones,Pollen cones,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL,2021-06-16,2021,6,Gymnosperm,PIJE,2021-04-22,2021-09-16
26403016,2021-06-16,12:00:00 AM,PIJE 1.2,No,What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ,,NULL,Pollen cones,Open pollen cones,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL,2021-06-16,2021,6,Gymnosperm,PIJE,2021-04-22,2021-09-16
26403017,2021-06-16,12:00:00 AM,PIJE 1.2,No,How much pollen is released?,,NULL,Pollen cones,Pollen release,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL,2021-06-16,2021,6,Gymnosperm,PIJE,2021-04-22,2021-09-16
26403018,2021-06-16,12:00:00 AM,PIJE 1.2,No,How many seed cones are unripe?,,NULL,Seed cones,Unripe seed cones,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL,2021-06-16,2021,6,Gymnosperm,PIJE,2021-04-22,2021-09-16
26403019,2021-06-16,12:00:00 AM,QUKE 1.6,Yes,How many buds are breaking?,11 to 100,NULL,Leaves,Breaking leaf buds,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL,2021-06-16,2021,6,Angiosperm,QUKE,2021-04-22,2021-09-16
26403020,2021-06-16,12:00:00 AM,QUKE 1.6,Yes,"What percentage of the potential canopy space is full with leaves? Ignore dead branches in your estimate of potential canopy space.
",50-74%,NULL,Leaves,Leaves,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL,2021-06-16,2021,6,Angiosperm,QUKE,2021-04-22,2021-09-16
26403021,2021-06-16,12:00:00 AM,QUKE 1.6,Yes,What percentage of full size are most leaves?,50-74%,NULL,Leaves,Increasing leaf size,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL,2021-06-16,2021,6,Angiosperm,QUKE,2021-04-22,2021-09-16
26403022,2021-06-16,12:00:00 AM,QUKE 1.6,No,"What percentage of the potential canopy space is full with non-green leaf color? Ignore dead branches in your estimate of potential canopy space.
",,NULL,Leaves,Colored leaves,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL,2021-06-16,2021,6,Angiosperm,QUKE,2021-04-22,2021-09-16
26403023,2021-06-16,12:00:00 AM,QUKE 1.6,No,,,NULL,Leaves,Falling leaves,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL,2021-06-16,2021,6,Angiosperm,QUKE,2021-04-22,2021-09-16
26403024,2021-06-16,12:00:00 AM,QUKE 1.6,Yes,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.","101 to 1,000",NULL,Flowers,Flowers or flower buds,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL,2021-06-16,2021,6,Angiosperm,QUKE,2021-04-22,2021-09-16
26403025,2021-06-16,12:00:00 AM,QUKE 1.6,Yes,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.",95% or more,NULL,Flowers,Open flowers,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL,2021-06-16,2021,6,Angiosperm,QUKE,2021-04-22,2021-09-16
26403026,2021-06-16,12:00:00 AM,QUKE 1.6,?,How much pollen is released?,,NULL,Flowers,Pollen release,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL,2021-06-16,2021,6,Angiosperm,QUKE,2021-04-22,2021-09-16
26403027,2021-06-16,12:00:00 AM,QUKE 1.6,No,How many fruits are present?,,NULL,Fruits,Fruits,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL,2021-06-16,2021,6,Angiosperm,QUKE,2021-04-22,2021-09-16
26403028,2021-06-16,12:00:00 AM,QUKE 1.6,No,What percentage of all fruits (unripe plus ripe) on the plant are ripe? ,,NULL,Fruits,Ripe fruits,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL,2021-06-16,2021,6,Angiosperm,QUKE,2021-04-22,2021-09-16
26403029,2021-06-16,12:00:00 AM,QUKE 1.6,No,How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?,,NULL,Fruits,Recent fruit or seed drop,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL,2021-06-16,2021,6,Angiosperm,QUKE,2021-04-22,2021-09-16
26425805,2021-05-14,12:00:00 AM,CECO 2.2,Yes,How many young leaves are present?,"101 to 1,000",NULL,Leaves,Young leaves,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,CECO,2021-04-22,2021-09-16
26425806,2021-05-14,12:00:00 AM,CECO 2.2,Yes,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.","1,001 to 10,000",NULL,Flowers,Flowers or flower buds,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,CECO,2021-04-22,2021-09-16
26425807,2021-05-14,12:00:00 AM,CECO 2.2,No,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.",,NULL,Flowers,Open flowers,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,CECO,2021-04-22,2021-09-16
26425808,2021-05-14,12:00:00 AM,CECO 2.2,No,How many fruits are present?,,NULL,Fruits,Fruits,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,CECO,2021-04-22,2021-09-16
26425809,2021-05-14,12:00:00 AM,CECO 2.2,No,What percentage of all fruits (unripe plus ripe) on the plant are ripe? ,,NULL,Fruits,Ripe fruits,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,CECO,2021-04-22,2021-09-16
26425810,2021-05-14,12:00:00 AM,CECO 2.2,No,How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?,,NULL,Fruits,Recent fruit or seed drop,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,CECO,2021-04-22,2021-09-16
26425811,2021-05-14,12:00:00 AM,ARPA 2.3,No,How many young leaves are present?,,NULL,Leaves,Young leaves,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,ARPA,2021-04-22,2021-09-16
26425812,2021-05-14,12:00:00 AM,ARPA 2.3,No,What percentage of all fruits (unripe plus ripe) on the plant are ripe? ,,NULL,Fruits,Ripe fruits,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,ARPA,2021-04-22,2021-09-16
26425813,2021-05-14,12:00:00 AM,ARPA 2.3,No,How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?,,NULL,Fruits,Recent fruit or seed drop,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,ARPA,2021-04-22,2021-09-16
26425814,2021-05-14,12:00:00 AM,ARPA 2.2,No,How many buds are breaking?,,NULL,Leaves,Breaking leaf buds,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,ARPA,2021-04-22,2021-09-16
26425815,2021-05-14,12:00:00 AM,ARPA 2.2,No,How many young leaves are present?,,NULL,Leaves,Young leaves,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,ARPA,2021-04-22,2021-09-16
26425816,2021-05-14,12:00:00 AM,ARPA 2.2,Yes,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.",11 to 100,NULL,Flowers,Flowers or flower buds,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,ARPA,2021-04-22,2021-09-16
26425817,2021-05-14,12:00:00 AM,ARPA 2.2,Yes,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.",95% or more,NULL,Flowers,Open flowers,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,ARPA,2021-04-22,2021-09-16
26425818,2021-05-14,12:00:00 AM,ARPA 2.2,Yes,How many fruits are present?,"101 to 1,000",NULL,Fruits,Fruits,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,ARPA,2021-04-22,2021-09-16
26425819,2021-05-14,12:00:00 AM,ARPA 2.2,No,What percentage of all fruits (unripe plus ripe) on the plant are ripe? ,,NULL,Fruits,Ripe fruits,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,ARPA,2021-04-22,2021-09-16
26425820,2021-05-14,12:00:00 AM,ARPA 2.2,No,How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?,,NULL,Fruits,Recent fruit or seed drop,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,ARPA,2021-04-22,2021-09-16
26425821,2021-05-14,12:00:00 AM,CECO 2.5,Yes,How many young leaves are present?,"1,001 to 10,000",NULL,Leaves,Young leaves,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,CECO,2021-04-22,2021-09-16
26425822,2021-05-14,12:00:00 AM,CECO 2.5,Yes,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.","101 to 1,000",NULL,Flowers,Flowers or flower buds,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,CECO,2021-04-22,2021-09-16
26425823,2021-05-14,12:00:00 AM,CECO 2.5,No,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.",,NULL,Flowers,Open flowers,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,CECO,2021-04-22,2021-09-16
26425824,2021-05-14,12:00:00 AM,CECO 2.5,No,How many fruits are present?,,NULL,Fruits,Fruits,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,CECO,2021-04-22,2021-09-16
26425825,2021-05-14,12:00:00 AM,CECO 2.5,No,What percentage of all fruits (unripe plus ripe) on the plant are ripe? ,,NULL,Fruits,Ripe fruits,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,CECO,2021-04-22,2021-09-16
26425826,2021-05-14,12:00:00 AM,CECO 2.5,No,How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?,,NULL,Fruits,Recent fruit or seed drop,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,CECO,2021-04-22,2021-09-16
26425827,2021-05-14,12:00:00 AM,ARPA 2.5,No,How many buds are breaking?,,NULL,Leaves,Breaking leaf buds,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,ARPA,2021-04-22,2021-09-16
26425828,2021-05-14,12:00:00 AM,ARPA 2.5,No,How many young leaves are present?,,NULL,Leaves,Young leaves,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,ARPA,2021-04-22,2021-09-16
26425829,2021-05-14,12:00:00 AM,ARPA 2.5,Yes,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.",11 to 100,NULL,Flowers,Flowers or flower buds,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,ARPA,2021-04-22,2021-09-16
26425830,2021-05-14,12:00:00 AM,ARPA 2.5,Yes,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.",95% or more,NULL,Flowers,Open flowers,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,ARPA,2021-04-22,2021-09-16
26425831,2021-05-14,12:00:00 AM,ARPA 2.5,Yes,How many fruits are present?,"101 to 1,000",NULL,Fruits,Fruits,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,ARPA,2021-04-22,2021-09-16
26425832,2021-05-14,12:00:00 AM,ARPA 2.5,No,What percentage of all fruits (unripe plus ripe) on the plant are ripe? ,,NULL,Fruits,Ripe fruits,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,ARPA,2021-04-22,2021-09-16
26425833,2021-05-14,12:00:00 AM,ARPA 2.5,No,How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?,,NULL,Fruits,Recent fruit or seed drop,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,ARPA,2021-04-22,2021-09-16
26425834,2021-05-14,12:00:00 AM,CECO 2.3,Yes,How many young leaves are present?,"101 to 1,000",NULL,Leaves,Young leaves,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,CECO,2021-04-22,2021-09-16
26425835,2021-05-14,12:00:00 AM,CECO 2.3,Yes,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.","101 to 1,000",NULL,Flowers,Flowers or flower buds,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,CECO,2021-04-22,2021-09-16
26425836,2021-05-14,12:00:00 AM,CECO 2.3,No,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.",,NULL,Flowers,Open flowers,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,CECO,2021-04-22,2021-09-16
26425837,2021-05-14,12:00:00 AM,CECO 2.3,No,How many fruits are present?,,NULL,Fruits,Fruits,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,CECO,2021-04-22,2021-09-16
26425838,2021-05-14,12:00:00 AM,CECO 2.3,No,What percentage of all fruits (unripe plus ripe) on the plant are ripe? ,,NULL,Fruits,Ripe fruits,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,CECO,2021-04-22,2021-09-16
26425839,2021-05-14,12:00:00 AM,CECO 2.3,No,How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?,,NULL,Fruits,Recent fruit or seed drop,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,CECO,2021-04-22,2021-09-16
26425840,2021-05-14,12:00:00 AM,ARPA 2.3,No,How many buds are breaking?,,NULL,Leaves,Breaking leaf buds,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,ARPA,2021-04-22,2021-09-16
26425841,2021-05-14,12:00:00 AM,ARPA 2.3,Yes,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.","101 to 1,000",NULL,Flowers,Flowers or flower buds,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,ARPA,2021-04-22,2021-09-16
26425842,2021-05-14,12:00:00 AM,ARPA 2.3,Yes,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.",50-74%,NULL,Flowers,Open flowers,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,ARPA,2021-04-22,2021-09-16
26425843,2021-05-14,12:00:00 AM,ARPA 2.3,Yes,How many fruits are present?,11 to 100,NULL,Fruits,Fruits,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,ARPA,2021-04-22,2021-09-16
26425844,2021-05-14,12:00:00 AM,CECO 2.4,Yes,How many young leaves are present?,"101 to 1,000",NULL,Leaves,Young leaves,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,CECO,2021-04-22,2021-09-16
26425845,2021-05-14,12:00:00 AM,CECO 2.4,Yes,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.","101 to 1,000",NULL,Flowers,Flowers or flower buds,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,CECO,2021-04-22,2021-09-16
26425846,2021-05-14,12:00:00 AM,CECO 2.4,No,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.",,NULL,Flowers,Open flowers,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,CECO,2021-04-22,2021-09-16
26425847,2021-05-14,12:00:00 AM,CECO 2.4,No,How many fruits are present?,,NULL,Fruits,Fruits,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,CECO,2021-04-22,2021-09-16
26425848,2021-05-14,12:00:00 AM,CECO 2.4,No,What percentage of all fruits (unripe plus ripe) on the plant are ripe? ,,NULL,Fruits,Ripe fruits,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,CECO,2021-04-22,2021-09-16
26425849,2021-05-14,12:00:00 AM,CECO 2.4,No,How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?,,NULL,Fruits,Recent fruit or seed drop,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,CECO,2021-04-22,2021-09-16
26425850,2021-05-14,12:00:00 AM,ARPA 2.4,No,How many buds are breaking?,,NULL,Leaves,Breaking leaf buds,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,ARPA,2021-04-22,2021-09-16
26425851,2021-05-14,12:00:00 AM,ARPA 2.4,No,How many young leaves are present?,,NULL,Leaves,Young leaves,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,ARPA,2021-04-22,2021-09-16
26425852,2021-05-14,12:00:00 AM,ARPA 2.4,Yes,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.","101 to 1,000",NULL,Flowers,Flowers or flower buds,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,ARPA,2021-04-22,2021-09-16
26425853,2021-05-14,12:00:00 AM,ARPA 2.4,Yes,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.",5-24%,NULL,Flowers,Open flowers,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,ARPA,2021-04-22,2021-09-16
26425854,2021-05-14,12:00:00 AM,ARPA 2.4,Yes,How many fruits are present?,"101 to 1,000",NULL,Fruits,Fruits,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,ARPA,2021-04-22,2021-09-16
26425855,2021-05-14,12:00:00 AM,ARPA 2.4,No,What percentage of all fruits (unripe plus ripe) on the plant are ripe? ,,NULL,Fruits,Ripe fruits,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,ARPA,2021-04-22,2021-09-16
26425856,2021-05-14,12:00:00 AM,ARPA 2.4,No,How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?,,NULL,Fruits,Recent fruit or seed drop,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL,2021-05-14,2021,5,Angiosperm,ARPA,2021-04-22,2021-09-16
26425857,2021-05-15,12:00:00 AM,CECO 1.1,Yes,How many young leaves are present?,"101 to 1,000",NULL,Leaves,Young leaves,Ceanothus cordulatus,whitethorn ceanothus,37.0591,-119.2182,CZO,1719,,NULL,2021-05-15,2021,5,Angiosperm,CECO,2021-04-22,2021-09-16
