,bins10lfm,bins20lfm,binsname,bins5lfm,dry.wt,dw.flam.sample,fd,fh,fresh.wt,gd,gdw.gfw,gdw.gww,gdw.gww.saturated,glow,gr,gti,gww.gdw,gww.gdw.saturated,hydration,ignition,ignition.temp,individual,lfm.NAs.imputed,lfm.notes,lfm.outliers.out,max.mpa.sample,model,model.spp.gr,model.spp.gr.sample,month,mpa,pfg,precip.2mo,precip.2month,prop.ignite,prop.new,ros,round,RWC,RWD,sample,sample.wt,season,site,spp,start.temp,temp.change,temp.max,ttfg,tti,water.wt,ww.flam.sample,year,year.month,flam.index,mean.wt,dry.norm.fh,dry.norm.gd,dry.norm.fd,dry.norm.pfg,dry.norm.ttfg,dry.norm.tti,dry.norm.gti
51,"(60,70]","(60,80]",60,"(60,65]",0.998,0.301921134,1,7,1.623,110,0.614910659,1.5968,0.32,1,"(60,70]",32,0.626252505,1.355,moderate,1,265.1,2016_December_ADFA_3,62.6252505,0,62.6252505,-0.4,EPI,"2016_December_EPI_ADFA_(60,70]","2016_December_EPI_ADFA_(60,70]_3",December,3,77,0.61,2016_December,100,100,10,9,46.21789705,53.78210295,3,0.491,Dry,St. Marys,ADFA,277.4,10.8,288.2,11,43,0.625,0.189078866,2016,2016_December,9.709328925,0.505959643,23.1848626,364.3335551,3.312123228,255.0334886,36.43335551,142.4212988,105.9879433
54,"(60,70]","(60,80]",60,"(60,65]",0.8755,0.302734258,6,14,1.4055,85,0.622909996,1.651886792,1.046875,1,"(60,70]",14,0.605368361,0.955223881,moderate,1,265.1,2016_December_ADFA_6,60.53683609,0,60.53683609,-0.2,EPI,"2016_December_EPI_ADFA_(60,70]","2016_December_EPI_ADFA_(60,70]_6",December,5.6,65,0.61,2016_December,100,100,1.666666667,9,63.37450028,36.62549972,6,0.486,Dry,St. Marys,ADFA,270.9,41,311.9,16,30,0.53,0.183265742,2016,2016_December,13.05700748,0.505959643,46.24517912,280.7743018,19.81936248,214.7097602,52.85163328,99.0968124,46.24517912
56,"(60,70]","(60,80]",60,"(65,70]",0.274,0.313484716,6,15,0.458,69,0.598253275,1.489130435,0.45480226,1,"(60,70]",10,0.671532847,1.455026455,moderate,1,265.1,2016_December_ADFA_2,67.15328467,0,67.15328467,-0.6,EPI,"2016_December_EPI_ADFA_(60,70]","2016_December_EPI_ADFA_(60,70]_2",December,3.6,53,0.61,2016_December,100,100,1.666666667,10,46.1526211,53.8473789,2,0.524,Dry,St. Marys,ADFA,276.4,35.5,311.9,16,26,0.184,0.210515284,2016,2016_December,14.13648323,0.505959643,47.84922271,220.1064245,19.13968908,169.0672536,51.03917089,82.9386527,31.89948181
59,"(70,80]","(60,80]",60,"(75,80]",0.1955,0.264780488,2,6,0.3485,126,0.56097561,1.277777778,1.093537415,1,"(70,80]",21,0.782608696,0.914463453,moderate,1,265.1,2016_December_ADFA_5,78.26086957,0,78.26086957,-0.4,EPI,"2016_December_EPI_ADFA_(70,80]","2016_December_EPI_ADFA_(70,80]_5",December,4.7,103,0.61,2016_December,100,100,5,10,85.581189,14.418811,5,0.472,Dry,St. Marys,ADFA,284.7,43.3,328,25,46,0.153,0.207219512,2016,2016_December,9.201520865,0.505959643,22.66028003,475.8658806,7.553426676,389.0014738,94.41783346,173.7288136,79.3109801
61,"(70,80]","(60,80]",60,"(75,80]",0.635,0.287421053,4,9,1.14,86,0.557017544,1.257425743,0.175675676,1,"(70,80]",24,0.795275591,1.22513089,moderate,1,265.1,2016_December_ADFA_1,79.52755906,0,79.52755906,-0.3,EPI,"2016_December_EPI_ADFA_(70,80]","2016_December_EPI_ADFA_(70,80]_1",December,4,58,0.61,2016_December,100,100,2.5,11,64.91352043,35.08647957,1,0.516,Dry,St. Marys,ADFA,276.8,18.3,295.1,3,27,0.505,0.228578947,2016,2016_December,12.48917886,0.505959643,31.31294635,299.2125984,13.91686504,201.7945431,10.43764878,93.93883904,83.50119026
65,"(70,80]","(60,80]",60,"(75,80]",0.2775,0.268165138,1,1,0.4905,89,0.565749235,1.302816901,1.093537415,1,"(70,80]",24,0.767567568,0.914463453,moderate,1,265.1,2016_December_ADFA_5,76.75675676,0,76.75675676,-0.4,EPI,"2016_December_EPI_ADFA_(70,80]","2016_December_EPI_ADFA_(70,80]_5",December,5.1,64,0.61,2016_December,100,100,10,11,83.93638537,16.06361463,5,0.474,Dry,St. Marys,ADFA,279.2,26.2,305.4,14,38,0.213,0.205834862,2016,2016_December,8.652064359,0.505959643,3.729045501,331.8850496,3.729045501,238.6589121,52.20663702,141.703729,89.49709203
70,"(60,70]","(60,80]",60,"(65,70]",0.348,0.317240901,9,12,0.577,99,0.603119584,1.519650655,0.94,1,"(60,70]",14,0.658045977,1.063829787,moderate,1,265.1,2016_December_ADFA_4,65.8045977,0,65.8045977,-0.4,EPI,"2016_December_EPI_ADFA_(60,70]","2016_December_EPI_ADFA_(60,70]_4",December,7,76,0.61,2016_December,100,100,1.111111111,12,61.85632185,38.14367815,4,0.526,Dry,St. Marys,ADFA,278.4,100.6,379,9,23,0.229,0.208759099,2016,2016_December,14.20058165,0.505959643,37.82614396,312.0656877,28.36960797,239.5655784,28.36960797,72.50010926,44.13050129
71,"(60,70]","(60,80]",60,"(60,65]",0.3415,0.289313673,6,8,0.5595,105,0.610366399,1.566513761,1.093537415,1,"(60,70]",19,0.638360176,0.914463453,moderate,1,265.1,2016_December_ADFA_5,63.83601757,0,63.83601757,-0.4,EPI,"2016_December_EPI_ADFA_(60,70]","2016_December_EPI_ADFA_(60,70]_5",December,6.4,80,0.61,2016_December,100,100,1.666666667,12,69.80707363,30.19292637,5,0.474,Dry,St. Marys,ADFA,278.8,28.5,307.3,14,33,0.218,0.184686327,2016,2016_December,11.1758816,0.505959643,27.65164853,362.927887,20.7387364,276.5164853,48.39038494,114.0630502,65.67266527
76,"(60,70]","(60,80]",60,"(60,65]",0.3365,0.294945218,10,12,0.5385,73,0.624883937,1.665841584,0.94,1,"(60,70]",13,0.600297177,1.063829787,moderate,1,265.1,2016_December_ADFA_4,60.02971768,0,60.02971768,-0.4,EPI,"2016_December_EPI_ADFA_(60,70]","2016_December_EPI_ADFA_(60,70]_4",December,6.5,50,0.61,2016_December,100,100,1,13,56.42793463,43.57206537,4,0.472,Dry,St. Marys,ADFA,280.1,38.3,318.4,10,23,0.202,0.177054782,2016,2016_December,14.20058165,0.505959643,40.68552144,247.5035888,33.9046012,169.523006,33.9046012,77.98058277,44.07598156
77,"(60,70]","(60,80]",60,"(65,70]",0.363,0.2892,9,12,0.605,120,0.6,1.5,1.093537415,1,"(60,70]",13,0.666666667,0.914463453,moderate,1,265.1,2016_December_ADFA_5,66.66666667,0,66.66666667,-0.4,EPI,"2016_December_EPI_ADFA_(60,70]","2016_December_EPI_ADFA_(60,70]_5",December,5.9,98,0.61,2016_December,100,100,1.111111111,13,72.90249433,27.09750567,5,0.482,Dry,St. Marys,ADFA,275.4,72.1,347.5,14,27,0.242,0.1928,2016,2016_December,13.23089845,0.505959643,41.49377593,414.9377593,31.12033195,338.8658368,48.40940526,93.36099585,44.95159059
79,"(60,70]","(60,80]",60,"(65,70]",0.084,0.198055046,9,16,0.218,92,0.385321101,0.626865672,0.175675676,1,"(60,70]",10,0.673334893,1.22513089,moderate,1,265.1,2016_December_ADFA_1,67.33348928,0,NA,-0.3,EPI,"2016_December_EPI_ADFA_(60,70]","2016_December_EPI_ADFA_(60,70]_1",December,5,73,0.61,2016_December,100,100,1.111111111,14,54.96024125,45.03975875,1,0.514,Dry,St. Marys,ADFA,278.6,72.6,351.2,6,16,0.134,0.315944954,2016,2016_December,17.65355502,0.505959643,80.78562164,464.5173244,45.44191217,368.5843987,30.29460812,80.78562164,50.49101353
81,"(60,70]","(60,80]",60,"(60,65]",0.106,0.191509294,9,12,0.269,83,0.394052045,0.650306748,0.32,1,"(60,70]",7,0.602619225,1.355,moderate,1,265.1,2016_December_ADFA_3,60.26192253,0,NA,-0.4,EPI,"2016_December_EPI_ADFA_(60,70]","2016_December_EPI_ADFA_(60,70]_3",December,6.6,67,0.61,2016_December,100,100,1.111111111,14,44.47374356,55.52625644,3,0.486,Dry,St. Marys,ADFA,273.7,19.7,293.4,5,12,0.163,0.294490706,2016,2016_December,18.49984032,0.505959643,62.66014442,433.3993322,46.99510832,349.852473,26.10839351,62.66014442,36.55175091
85,"(60,70]","(60,80]",60,"(60,65]",0.273,0.301833708,10,15,0.445,64,0.613483146,1.587209302,0.175675676,1,"(60,70]",5,0.63003663,1.22513089,moderate,1,265.1,2016_December_ADFA_1,63.003663,0,63.003663,-0.3,EPI,"2016_December_EPI_ADFA_(60,70]","2016_December_EPI_ADFA_(60,70]_1",December,6.3,49,0.61,2016_December,100,100,1,15,51.42606681,48.57393319,1,0.492,Dry,St. Marys,ADFA,283.6,40.5,324.1,5,10,0.172,0.190166292,2016,2016_December,20.73350874,0.505959643,49.69623872,212.0372852,33.13082581,162.3410465,16.56541291,33.13082581,16.56541291
96,"(60,70]","(60,80]",60,"(60,65]",0.4825,0.309890816,5,11,0.7785,109,0.619781631,1.630067568,1.046875,1,"(60,70]",15,0.613471503,0.955223881,moderate,1,265.1,2016_December_ADFA_6,61.34715026,0,61.34715026,-0.2,EPI,"2016_December_EPI_ADFA_(60,70]","2016_December_EPI_ADFA_(60,70]_6",December,8.2,89,0.61,2016_December,100,100,2,16,64.22279793,35.77720207,6,0.5,Dry,St. Marys,ADFA,276.9,20.3,297.2,23,38,0.296,0.190109184,2016,2016_December,11.15131407,0.505959643,35.49637306,351.7367876,16.13471503,287.1979275,74.21968912,122.6238342,48.40414508
103,"(70,80]","(60,80]",60,"(75,80]",0.2045,0.295227694,15,7.5,0.3665,113,0.5579809,1.262345679,1.174787803,1,"(70,80]",9,0.792176039,0.85133146,moderate,1,265.1,2018_January_ADFA_1,79.21760391,0,79.21760391,-0.7,EPI,"2018_January_EPI_ADFA_(70,80]","2018_January_EPI_ADFA_(70,80]_1",January,0.7,89,0.09,2018_January,74,100,0.666666667,1,93.05142314,6.948576857,1,0.5291,Dry,St. Marys,ADFA,280.3,33.4,313.7,25,34,0.162,0.233872306,2018,2018_January,10.90483388,0.505959643,25.40412076,382.7554194,50.80824152,301.462233,84.68040253,115.1653474,30.48494491
105,"(70,80]","(60,80]",60,"(75,80]",0.2423,0.279243624,3,13,0.425,91,0.570117647,1.326217843,1.266456267,1,"(70,80]",21,0.754023937,0.789604842,moderate,1,265.1,2018_January_ADFA_3,75.40239373,0,75.40239373,-0.6,EPI,"2018_January_EPI_ADFA_(70,80]","2018_January_EPI_ADFA_(70,80]_3",January,0.6,67,0.09,2018_January,74,100,3.333333333,1,95.49383408,4.506165923,3,0.4898,Dry,St. Marys,ADFA,281.6,14.6,296.2,8,29,0.1827,0.210556376,2018,2018_January,13.03990319,0.505959643,46.55433072,325.880315,10.74330709,239.9338583,28.6488189,103.8519685,75.20314962
108,"(60,70]","(60,80]",60,"(65,70]",0.3529,0.302806771,1,5,0.5967,111,0.591419474,1.447497949,1.340757883,1,"(60,70]",28,0.690945161,0.745927285,moderate,1,265.1,2018_January_ADFA_6,69.09451608,Missing flam weight,69.09451608,-0.5,EPI,"2018_January_EPI_ADFA_(60,70]","2018_January_EPI_ADFA_(60,70]_6",January,0.5,82,0.09,2018_January,81,100,10,1,92.62902365,7.370976346,6,0.512,Dry,St. Marys,ADFA,282.3,6.8,289.1,8,36,0.2438,0.209193229,2018,2018_January,9.998975907,0.505959643,16.51218033,366.5704033,3.302436065,270.7997574,26.41948852,118.8876984,92.46820983
110,"(70,80]","(60,80]",60,"(75,80]",0.1843,0.282842714,1,5.5,0.3301,104,0.558315662,1.264060357,1.239268121,1,"(70,80]",26,0.791101465,0.806927882,moderate,1,265.1,2018_January_ADFA_2,79.1101465,0,79.1101465,-0.5,EPI,"2018_January_EPI_ADFA_(70,80]","2018_January_EPI_ADFA_(70,80]_2",January,1.4,77,0.09,2018_January,74,100,10,2,98.03868261,1.961317393,2,0.5066,Dry,St. Marys,ADFA,276.1,9.2,285.3,16,42,0.1458,0.223757286,2018,2018_January,9.45776184,0.505959643,19.44543636,367.6955238,3.535533883,272.236109,56.56854212,148.4924231,91.92388095
111,"(70,80]","(60,80]",60,"(75,80]",0.2809,0.277882574,1,4.5,0.5027,135,0.558782574,1.266456267,1.266456267,1,"(70,80]",36,0.789604842,0.789604842,moderate,1,265.1,2018_January_ADFA_3,78.96048416,0,78.96048416,-0.6,EPI,"2018_January_EPI_ADFA_(70,80]","2018_January_EPI_ADFA_(70,80]_3",January,1.2,98,0.09,2018_January,74,100,10,2,100,0,3,0.4973,Dry,St. Marys,ADFA,280.2,17.2,297.4,10,46,0.2218,0.219417426,2018,2018_January,8.849914012,0.505959643,16.19389058,485.8167175,3.598642352,352.6669505,35.98642352,165.5375482,129.5511247
112,"(60,70]","(60,80]",60,"(65,70]",0.2359,0.303164659,5,14.5,0.3984,92,0.592118474,1.451692308,1.213397129,1,"(60,70]",20,0.688997244,0.824132492,moderate,1,265.1,2018_January_ADFA_4,68.8997244,Missing flam weight,68.8997244,-0.8,EPI,"2018_January_EPI_ADFA_(60,70]","2018_January_EPI_ADFA_(60,70]_4",January,1.2,67,0.09,2018_January,81,100,2,2,83.60272779,16.39727221,4,0.512,Dry,St. Marys,ADFA,285.1,3,288.1,6,26,0.1625,0.208835341,2018,2018_January,14.02741532,0.505959643,47.82879398,303.4654515,16.49268758,221.0020136,19.7912251,85.76197541,65.97075032
113,"(70,80]","(60,80]",60,"(70,75]",0.2763,0.294809531,2,4.5,0.4732,92,0.583896872,1.403250381,1.227836034,1,"(70,80]",31,0.712631198,0.814440994,moderate,1,265.1,2018_January_ADFA_5,71.2631198,Missing flam weight,71.2631198,-0.7,EPI,"2018_January_EPI_ADFA_(70,80]","2018_January_EPI_ADFA_(70,80]_5",January,2.4,59,0.09,2018_January,74,100,5,2,87.49942641,12.50057359,5,0.5049,Dry,St. Marys,ADFA,281.2,10.7,291.9,9,40,0.1969,0.210090469,2018,2018_January,9.413090358,0.505959643,15.26409267,312.0658947,6.784041188,200.1292151,30.52818535,135.6808238,105.1526384
114,"(70,80]","(60,80]",60,"(70,75]",0.4635,0.28920063,8,15,0.8092,131,0.572787939,1.340757883,1.340757883,1,"(70,80]",25,0.745927285,0.745927285,moderate,1,265.1,2018_January_ADFA_6,74.59272845,missing flam weight,74.59272845,-0.5,EPI,"2018_January_EPI_ADFA_(70,80]","2018_January_EPI_ADFA_(70,80]_6",January,1.4,98,0.09,2018_January,74,100,1.25,2,100,0,6,0.5049,Dry,St. Marys,ADFA,285.7,24.1,309.8,5,30,0.3457,0.21569937,2018,2018_January,13.2633475,0.505959643,51.86710688,452.9727334,27.662457,338.8650983,17.28903563,103.7342138,86.44517814
116,"(70,80]","(60,80]",60,"(75,80]",0.2096,0.284323506,6,14,0.3697,106,0.566946173,1.309181761,1.239268121,1,"(70,80]",16,0.764018134,0.806927882,moderate,1,265.1,2018_January_ADFA_2,76.40181341,0,76.40181341,-0.5,EPI,"2018_January_EPI_ADFA_(70,80]","2018_January_EPI_ADFA_(70,80]_2",January,3.7,84,0.09,2018_January,74,100,1.666666667,3,94.68233175,5.317668253,2,0.5015,Dry,St. Marys,ADFA,282.2,28,310.2,17,33,0.1601,0.217176494,2018,2018_January,12.51152242,0.505959643,49.23968552,372.8147618,21.10272237,295.4381131,59.79104671,116.064973,56.27392631
117,"(60,70]","(60,80]",60,"(65,70]",0.2445,0.31255122,1,4,0.4139,126,0.590722397,1.442477876,1.266456267,1,"(60,70]",42,0.693393332,0.789604842,moderate,1,265.1,2018_January_ADFA_3,69.3393332,0,69.3393332,-0.6,EPI,"2018_January_EPI_ADFA_(60,70]","2018_January_EPI_ADFA_(60,70]_3",January,2.8,83,0.09,2018_January,81,100,10,3,87.81523307,12.18476693,3,0.5291,Dry,St. Marys,ADFA,282.2,21.1,303.3,9,51,0.1695,0.21654878,2018,2018_January,8.345718974,0.505959643,12.79790237,403.1339246,3.199475592,265.5564741,28.79528033,163.1732552,134.3779749
118,"(60,70]","(60,80]",60,"(65,70]",0.2367,0.302069791,2,6.5,0.4012,82,0.58998006,1.438905775,1.213397129,1,"(60,70]",32,0.695119375,0.824132492,moderate,1,265.1,2018_January_ADFA_4,69.51193746,0,69.51193746,-0.8,EPI,"2018_January_EPI_ADFA_(60,70]","2018_January_EPI_ADFA_(60,70]_4",January,3.7,48,0.09,2018_January,81,100,5,3,84.34558536,15.65441464,4,0.512,Dry,St. Marys,ADFA,280.8,3.9,284.7,7,39,0.1645,0.209930209,2018,2018_January,10.01954026,0.505959643,21.51820606,271.4604457,6.620986481,158.9036755,23.17345268,129.1092364,105.9357837
119,"(70,80]","(60,80]",60,"(75,80]",0.4459,0.287547753,3,7,0.7876,93,0.56615033,1.304945859,1.227836034,1,"(70,80]",16,0.766401256,0.814440994,moderate,1,265.1,2018_January_ADFA_5,76.6401256,0,76.6401256,-0.7,EPI,"2018_January_EPI_ADFA_(70,80]","2018_January_EPI_ADFA_(70,80]_5",January,3.2,74,0.09,2018_January,74,100,3.333333333,3,94.10150789,5.898492115,5,0.5079,Dry,St. Marys,ADFA,277.9,0.3,278.2,25,41,0.3417,0.220352247,2018,2018_January,9.916134888,0.505959643,24.34378268,323.4245413,10.43304972,257.3485597,86.94208099,142.5850128,55.64293183
120,"(60,70]","(60,80]",60,"(65,70]",0.3647,0.314819906,9,8.5,0.6149,107,0.59310457,1.457633893,1.340757883,1,"(60,70]",21,0.686137392,0.745927285,moderate,1,265.1,2018_January_ADFA_6,68.6137392,0,68.6137392,-0.5,EPI,"2018_January_EPI_ADFA_(60,70]","2018_January_EPI_ADFA_(60,70]_6",January,3.9,77,0.09,2018_January,81,100,1.111111111,3,91.9844878,8.015512201,6,0.5308,Dry,St. Marys,ADFA,277.1,22.6,299.7,14,35,0.2502,0.215980094,2018,2018_January,11.00415453,0.505959643,26.99956339,339.8768568,28.587773,244.5842801,44.46986911,111.1746728,66.70480367
121,"(70,80]","(60,80]",60,"(70,75]",0.2741,0.322429975,9,8,0.4764,114,0.575356843,1.354918438,1.174787803,1,"(70,80]",21,0.738051806,0.85133146,moderate,1,265.1,2018_January_ADFA_1,73.80518059,0,73.80518059,-0.7,EPI,"2018_January_EPI_ADFA_(70,80]","2018_January_EPI_ADFA_(70,80]_1",January,3.2,84,0.09,2018_January,74,100,1.111111111,4,86.69382499,13.30617501,1,0.5604,Dry,St. Marys,ADFA,278.5,62.3,340.8,5,26,0.2023,0.237970025,2018,2018_January,12.43092712,0.505959643,24.81158895,353.5651425,27.91303757,260.521684,15.50724309,80.63766409,65.13042099
122,"(60,70]","(60,80]",60,"(60,65]",0.2881,0.314130939,13,11.5,0.4748,113,0.606781803,1.5431173,1.239268121,1,"(60,70]",10,0.648038875,0.806927882,moderate,1,265.1,2018_January_ADFA_2,64.80388754,0,64.80388754,-0.5,EPI,"2018_January_EPI_ADFA_(60,70]","2018_January_EPI_ADFA_(60,70]_2",January,4.8,90,0.09,2018_January,81,100,0.769230769,4,80.30939195,19.69060805,2,0.5177,Dry,St. Marys,ADFA,277.1,42.9,320,14,24,0.1867,0.203569061,2018,2018_January,13.81347874,0.505959643,36.60893774,359.7226056,41.38401657,286.5047301,44.56740246,76.40126137,31.8338589
123,"(60,70]","(60,80]",60,"(65,70]",0.1841,0.290849549,7,17,0.3106,82,0.59272376,1.455335968,1.266456267,1,"(60,70]",21,0.687126562,0.789604842,moderate,1,265.1,2018_January_ADFA_3,68.71265617,0,68.71265617,-0.6,EPI,"2018_January_EPI_ADFA_(60,70]","2018_January_EPI_ADFA_(60,70]_3",January,3.6,54,0.09,2018_January,81,100,1.428571429,4,87.02157402,12.97842598,3,0.4907,Dry,St. Marys,ADFA,278.4,40.2,318.6,5,26,0.1265,0.199850451,2018,2018_January,14.55565675,0.505959643,58.44946311,281.9327044,24.06742599,185.6630005,17.19101856,89.39329652,72.20227796
124,"(60,70]","(60,80]",60,"(65,70]",0.3595,0.301694804,5,12,0.6101,99,0.589247664,1.434557063,1.213397129,1,"(60,70]",22,0.697079277,0.824132492,moderate,1,265.1,2018_January_ADFA_4,69.70792768,Missing flam weight,69.70792768,-0.8,EPI,"2018_January_EPI_ADFA_(60,70]","2018_January_EPI_ADFA_(60,70]_4",January,4.6,72,0.09,2018_January,81,100,2,4,84.58339933,15.41660067,4,0.512,Dry,St. Marys,ADFA,279.9,74.5,354.4,6,28,0.2506,0.210305196,2018,2018_January,13.01840615,0.505959643,39.77529555,328.1461883,16.57303981,238.6517733,19.88764777,92.80902295,72.92137517
125,"(70,80]","(60,80]",60,"(70,75]",0.3085,0.301811335,2,7,0.5258,117,0.58672499,1.419043238,1.227836034,1,"(70,80]",32,0.704814395,0.814440994,moderate,1,265.1,2018_January_ADFA_5,70.48143946,0,70.48143946,-0.7,EPI,"2018_January_EPI_ADFA_(70,80]","2018_January_EPI_ADFA_(70,80]_5",January,5,83,0.09,2018_January,74,100,5,4,86.53965112,13.46034888,5,0.5144,Dry,St. Marys,ADFA,280.9,8,288.9,9,41,0.2174,0.212588665,2018,2018_January,9.916134888,0.505959643,23.19329722,387.6593964,6.626656349,275.0062385,29.81995357,135.8464552,106.0265016
126,"(60,70]","(60,80]",60,"(60,65]",0.5254,0.318537359,8,19,0.8445,106,0.62214328,1.646505798,1.340757883,1,"(60,70]",15,0.60728899,0.745927285,moderate,1,265.1,2018_January_ADFA_6,60.72889904,0,60.72889904,-0.5,EPI,"2018_January_EPI_ADFA_(60,70]","2018_January_EPI_ADFA_(60,70]_6",January,4.3,83,0.09,2018_January,81,100,1.25,4,81.41396662,18.58603338,6,0.512,Dry,St. Marys,ADFA,281.6,57.7,339.3,6,21,0.3191,0.193462641,2018,2018_January,16.41346945,0.505959643,59.64763454,332.7710138,25.11479349,260.5659825,18.83609512,65.92633291,47.0902378
128,"(70,80]","(60,80]",60,"(70,75]",0.2906,0.291465912,5,6,0.5034,98,0.577274533,1.365601504,1.239268121,1,"(70,80]",23,0.732404061,0.806927882,moderate,1,265.1,2018_January_ADFA_2,73.24040613,0,73.24040613,-0.5,EPI,"2018_January_EPI_ADFA_(70,80]","2018_January_EPI_ADFA_(70,80]_2",January,3.2,70,0.09,2018_January,74,100,2,5,90.76450049,9.235499513,2,0.5049,Dry,St. Marys,ADFA,278.7,58.7,337.4,16,39,0.2128,0.213434088,2018,2018_January,9.897928997,0.505959643,20.58559769,336.2314289,17.15466474,240.1653064,54.89492717,133.806385,78.9114578
130,"(70,80]","(60,80]",60,"(70,75]",0.3926,0.289927951,32,8,0.6837,212,0.574228463,1.34867743,1.213397129,1,"(70,80]",19,0.741561585,0.824132492,moderate,1,265.1,2018_January_ADFA_4,74.15615845,Missing flam weight,74.15615845,-0.8,EPI,"2018_January_EPI_ADFA_(70,80]","2018_January_EPI_ADFA_(70,80]_4",January,5.6,161,0.09,2018_January,74,100,0.3125,5,89.98086978,10.01913022,4,0.5049,Dry,St. Marys,ADFA,279.7,8.2,287.9,3,22,0.2911,0.214972049,2018,2018_January,13.37675853,0.505959643,27.59306226,731.21615,110.3722491,555.3103781,10.34739835,75.88092123,65.53352288
136,"(70,80]","(60,80]",60,"(70,75]",0.5573,0.291556077,19,10,0.9651,112,0.577453114,1.366601275,1.227836034,1,"(70,80]",0.5,0.731742329,0.814440994,moderate,1,265.1,2018_January_ADFA_5,73.17423291,Missing flam weight,73.17423291,-0.7,EPI,"2018_January_EPI_ADFA_(70,80]","2018_January_EPI_ADFA_(70,80]_5",January,3.9,93,0.09,2018_January,74,100,0.526315789,6,89.84595995,10.15404005,5,0.5049,Dry,St. Marys,ADFA,282.1,41,323.1,16,16,0.4078,0.213343923,2018,2018_January,15.94450774,0.505959643,34.29871913,384.1456543,65.16756636,318.9780879,54.87795061,54.87795061,1.714935957
141,"(60,70]","(60,80]",60,"(60,65]",0.3229,0.305382147,1,5,0.5198,82,0.621200462,1.63991874,1.213397129,1,"(60,70]",23,0.609786312,0.824132492,moderate,1,265.1,2018_January_ADFA_4,60.97863116,0,60.97863116,-0.8,EPI,"2018_January_EPI_ADFA_(60,70]","2018_January_EPI_ADFA_(60,70]_4",January,6.4,58,0.09,2018_January,81,100,10,7,73.99129599,26.00870401,4,0.4916,Dry,St. Marys,ADFA,279.8,2.3,282.1,6,29,0.1969,0.186217853,2018,2018_January,11.01506777,0.505959643,16.37292831,268.5160243,3.274585662,189.9259684,19.64751397,94.9629842,75.31547023
143,"(60,70]","(60,80]",60,"(65,70]",0.3767,0.288092956,7,13,0.6275,104,0.600318725,1.50199362,1.340757883,1,"(60,70]",30,0.665870171,0.745927285,moderate,1,265.1,2018_January_ADFA_6,66.58701712,0,66.58701712,-0.5,EPI,"2018_January_EPI_ADFA_(60,70]","2018_January_EPI_ADFA_(60,70]_6",January,5.2,67,0.09,2018_January,81,100,1.428571429,7,89.26743733,10.73256267,6,0.4799,Dry,St. Marys,ADFA,278.7,103.4,382.1,5,35,0.2508,0.191807044,2018,2018_January,11.98716227,0.505959643,45.12432436,360.9945949,24.29771312,232.5638255,17.35550937,121.4885656,104.1330562
148,"(70,80]","(60,80]",60,"(70,75]",0.2915,0.312333795,22,10,0.5051,95,0.577113443,1.364700375,1.340757883,1,"(70,80]",14,0.732887288,0.745927285,moderate,1,265.1,2018_January_ADFA_6,73.28872877,0,73.28872877,-0.5,EPI,"2018_January_EPI_ADFA_(70,80]","2018_January_EPI_ADFA_(70,80]_6",January,3,59,0.09,2018_January,74,100,0.454545455,8,98.25184075,1.748159247,6,0.5412,Dry,St. Marys,ADFA,279.1,52.6,331.7,8,22,0.2136,0.228866205,2018,2018_January,13.94634693,0.505959643,32.01702842,304.16177,70.43746252,188.9004677,25.61362274,70.43746252,44.82383979
154,"(60,70]","(60,80]",60,"(60,65]",0.4044,0.307351422,7,15.5,0.6538,122,0.618537779,1.62149158,1.174787803,1,"(60,70]",22,0.616792383,0.85133146,moderate,1,265.1,2018_January_ADFA_1,61.67923828,0,61.67923828,-0.7,EPI,"2018_January_EPI_ADFA_(60,70]","2018_January_EPI_ADFA_(60,70]_1",January,5.7,93,0.09,2018_January,81,100,1.428571429,10,72.45032186,27.54967814,1,0.4969,Dry,St. Marys,ADFA,281.3,-0.5,280.8,8,30,0.2494,0.189548578,2018,2018_January,13.36403882,0.505959643,50.4308712,396.9397604,22.77523216,302.5852272,26.02883675,97.60813781,71.57930106
158,"(60,70]","(60,80]",60,"(60,65]",0.4044,0.328814683,2,7,0.6538,110,0.618537779,1.62149158,1.174787803,1,"(60,70]",45,0.616792383,0.85133146,moderate,1,265.1,2018_January_ADFA_1,61.67923828,0,61.67923828,-0.7,EPI,"2018_January_EPI_ADFA_(60,70]","2018_January_EPI_ADFA_(60,70]_1",January,5.7,63,0.09,2018_January,81,100,5,11,72.45032186,27.54967814,1,0.5316,Dry,St. Marys,ADFA,278.7,4.7,283.4,5,50,0.2494,0.202785317,2018,2018_January,9.089738261,0.505959643,21.28858702,334.5349388,6.082453434,191.5972832,15.20613358,152.0613358,136.8552023
172,"(70,80]","(60,80]",60,"(75,80]",0.3084,0.322645974,10,13,0.5477,150,0.563081979,1.28875888,0.478717201,1,"(70,80]",33,0.775940337,1.479640844,moderate,1,278.8,2019_December_CEME_4,77.59403372,0,77.59403372,-0.58,EPI,"2019_December_EPI_CEME_(70,80]","2019_December_EPI_CEME_(70,80]_4",December,8.87,107,3.69,2019_December,100,100,1,4,52.44112721,47.55887279,4,0.573,Wet,St. Marys,CEME,267.4,21.2,288.6,12,45,0.2393,0.250354026,2019,2019_December,10.72082173,0.522964977,40.29184011,464.9058474,30.99372316,331.6328378,37.1924678,139.4717542,102.2792864
