Observation_ID,Observation_Date,Observation_Time,Plant_Nickname,Phenophase_Status,Abundance_Category,Abundance_Category_Value,Raw_Abundance_Value,Category,Phenophase_Name,Scientific_Name,Common_Name,Latitude,Longitude,Site_Name,Elevation,Observation_Comments,Network
26402961,2021-06-16,12:00:00 AM,QUKE 1.2,Yes,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.","75-94%",NULL,Flowers,Open flowers,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26402962,2021-06-16,12:00:00 AM,QUKE 1.2,?,"How much pollen is released?",,NULL,Flowers,Pollen release,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26402963,2021-06-16,12:00:00 AM,QUKE 1.2,No,"How many fruits are present?",,NULL,Fruits,Fruits,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26402964,2021-06-16,12:00:00 AM,QUKE 1.2,No,"What percentage of all fruits (unripe plus ripe) on the plant are ripe? ",,NULL,Fruits,Ripe fruits,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26402965,2021-06-16,12:00:00 AM,QUKE 1.2,No,"How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Fruits,Recent fruit or seed drop,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26402966,2021-06-16,12:00:00 AM,QUKE 1.3,Yes,"How many buds are breaking?","101 to 1,000",NULL,Leaves,Breaking leaf buds,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26402967,2021-06-16,12:00:00 AM,QUKE 1.3,Yes,"What percentage of the potential canopy space is full with leaves? Ignore dead branches in your estimate of potential canopy space.","25-49%",NULL,Leaves,Leaves,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26402968,2021-06-16,12:00:00 AM,QUKE 1.3,Yes,"What percentage of full size are most leaves?","25-49%",NULL,Leaves,Increasing leaf size,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26402969,2021-06-16,12:00:00 AM,QUKE 1.3,No,"What percentage of the potential canopy space is full with non-green leaf color? Ignore dead branches in your estimate of potential canopy space.",,NULL,Leaves,Colored leaves,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26402970,2021-06-16,12:00:00 AM,QUKE 1.3,No,,,NULL,Leaves,Falling leaves,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26402971,2021-06-16,12:00:00 AM,QUKE 1.3,Yes,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.","101 to 1,000",NULL,Flowers,Flowers or flower buds,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26402972,2021-06-16,12:00:00 AM,QUKE 1.3,Yes,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.","75-94%",NULL,Flowers,Open flowers,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26402973,2021-06-16,12:00:00 AM,QUKE 1.3,?,"How much pollen is released?",,NULL,Flowers,Pollen release,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26402974,2021-06-16,12:00:00 AM,QUKE 1.3,No,"How many fruits are present?",,NULL,Fruits,Fruits,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26402975,2021-06-16,12:00:00 AM,QUKE 1.3,No,"What percentage of all fruits (unripe plus ripe) on the plant are ripe? ",,NULL,Fruits,Ripe fruits,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26402976,2021-06-16,12:00:00 AM,QUKE 1.3,No,"How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Fruits,Recent fruit or seed drop,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26402977,2021-06-16,12:00:00 AM,PIJE 1.2,Yes,"How many needle bundles are emerging?","101 to 1,000",NULL,Needles,Emerging needles,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL
26402978,2021-06-16,12:00:00 AM,PIJE 1.2,Yes,"How many bundles with young needles are present?","101 to 1,000",NULL,Needles,Young needles,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL
26402979,2021-06-16,12:00:00 AM,PIJE 1.2,No,"How many seed cones are ripe?",,NULL,Seed cones,Ripe seed cones,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL
26402980,2021-06-16,12:00:00 AM,PIJE 1.2,No,"How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Seed cones,Recent cone or seed drop,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL
26402981,2021-06-16,12:00:00 AM,QUKE 1.1,Yes,"How many buds are breaking?","11 to 100",NULL,Leaves,Breaking leaf buds,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26402982,2021-06-16,12:00:00 AM,QUKE 1.1,Yes,"What percentage of the potential canopy space is full with leaves? Ignore dead branches in your estimate of potential canopy space.","50-74%",NULL,Leaves,Leaves,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26402983,2021-06-16,12:00:00 AM,QUKE 1.1,Yes,"What percentage of full size are most leaves?","50-74%",NULL,Leaves,Increasing leaf size,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26402984,2021-06-16,12:00:00 AM,QUKE 1.1,No,"What percentage of the potential canopy space is full with non-green leaf color? Ignore dead branches in your estimate of potential canopy space.",,NULL,Leaves,Colored leaves,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26402985,2021-06-16,12:00:00 AM,QUKE 1.1,No,,,NULL,Leaves,Falling leaves,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26402986,2021-06-16,12:00:00 AM,QUKE 1.1,Yes,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.","101 to 1,000",NULL,Flowers,Flowers or flower buds,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26402987,2021-06-16,12:00:00 AM,QUKE 1.1,Yes,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.","95% or more",NULL,Flowers,Open flowers,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26402988,2021-06-16,12:00:00 AM,QUKE 1.1,?,"How much pollen is released?",,NULL,Flowers,Pollen release,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26402989,2021-06-16,12:00:00 AM,QUKE 1.1,No,"What percentage of all fruits (unripe plus ripe) on the plant are ripe? ",,NULL,Fruits,Ripe fruits,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26402990,2021-06-16,12:00:00 AM,QUKE 1.1,No,"How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Fruits,Recent fruit or seed drop,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26402991,2021-06-16,12:00:00 AM,PIJE 1.3,Yes,"How many needle bundles are emerging?","101 to 1,000",NULL,Needles,Emerging needles,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL
26402992,2021-06-16,12:00:00 AM,PIJE 1.3,Yes,"How many bundles with young needles are present?","101 to 1,000",NULL,Needles,Young needles,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL
26402993,2021-06-16,12:00:00 AM,PIJE 1.3,Yes,"How many fresh pollen cones are present?","101 to 1,000",NULL,Pollen cones,Pollen cones,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL
26402994,2021-06-16,12:00:00 AM,PIJE 1.3,Yes,"What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ","95% or more",NULL,Pollen cones,Open pollen cones,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL
26402995,2021-06-16,12:00:00 AM,PIJE 1.3,Yes,"How much pollen is released?","Lots",NULL,Pollen cones,Pollen release,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL
26402996,2021-06-16,12:00:00 AM,PIJE 1.3,Yes,"How many seed cones are unripe?","11 to 100",NULL,Seed cones,Unripe seed cones,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL
26402997,2021-06-16,12:00:00 AM,PIJE 1.3,No,"How many seed cones are ripe?",,NULL,Seed cones,Ripe seed cones,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL
26402998,2021-06-16,12:00:00 AM,PIJE 1.3,No,"How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Seed cones,Recent cone or seed drop,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL
26402999,2021-06-16,12:00:00 AM,PIJE 1.6,Yes,"How many needle bundles are emerging?","11 to 100",NULL,Needles,Emerging needles,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL
26403000,2021-06-16,12:00:00 AM,PIJE 1.6,Yes,"How many bundles with young needles are present?","11 to 100",NULL,Needles,Young needles,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL
26403001,2021-06-16,12:00:00 AM,PIJE 1.6,No,"How many fresh pollen cones are present?",,NULL,Pollen cones,Pollen cones,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL
26403002,2021-06-16,12:00:00 AM,PIJE 1.6,No,"What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ",,NULL,Pollen cones,Open pollen cones,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL
26403003,2021-06-16,12:00:00 AM,PIJE 1.6,No,"How much pollen is released?",,NULL,Pollen cones,Pollen release,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL
26403004,2021-06-16,12:00:00 AM,PIJE 1.6,No,"How many seed cones are unripe?",,NULL,Seed cones,Unripe seed cones,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL
26403005,2021-06-16,12:00:00 AM,PIJE 1.6,No,"How many seed cones are ripe?",,NULL,Seed cones,Ripe seed cones,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL
26403006,2021-06-16,12:00:00 AM,PIJE 1.6,No,"How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Seed cones,Recent cone or seed drop,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL
26403007,2021-06-16,12:00:00 AM,PIJE 1.1,Yes,"How many needle bundles are emerging?","101 to 1,000",NULL,Needles,Emerging needles,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL
26403008,2021-06-16,12:00:00 AM,PIJE 1.1,Yes,"How many bundles with young needles are present?","101 to 1,000",NULL,Needles,Young needles,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL
26403009,2021-06-16,12:00:00 AM,PIJE 1.1,Yes,"How many fresh pollen cones are present?","101 to 1,000",NULL,Pollen cones,Pollen cones,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL
26403010,2021-06-16,12:00:00 AM,PIJE 1.1,Yes,"What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ","95% or more",NULL,Pollen cones,Open pollen cones,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL
26403011,2021-06-16,12:00:00 AM,PIJE 1.1,Yes,"How much pollen is released?","Lots",NULL,Pollen cones,Pollen release,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL
26403012,2021-06-16,12:00:00 AM,PIJE 1.1,Yes,"How many seed cones are unripe?","11 to 100",NULL,Seed cones,Unripe seed cones,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL
26403013,2021-06-16,12:00:00 AM,PIJE 1.1,No,"How many seed cones are ripe?",,NULL,Seed cones,Ripe seed cones,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL
26403014,2021-06-16,12:00:00 AM,PIJE 1.1,No,"How many seed cones have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Seed cones,Recent cone or seed drop,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL
26403015,2021-06-16,12:00:00 AM,PIJE 1.2,No,"How many fresh pollen cones are present?",,NULL,Pollen cones,Pollen cones,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL
26403016,2021-06-16,12:00:00 AM,PIJE 1.2,No,"What percentage of all fresh pollen cones (unopened plus open) on the plant are open? ",,NULL,Pollen cones,Open pollen cones,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL
26403017,2021-06-16,12:00:00 AM,PIJE 1.2,No,"How much pollen is released?",,NULL,Pollen cones,Pollen release,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL
26403018,2021-06-16,12:00:00 AM,PIJE 1.2,No,"How many seed cones are unripe?",,NULL,Seed cones,Unripe seed cones,Pinus jeffreyi,Jeffrey pine,37.0591,-119.2182,CZO,1719,,NULL
26403019,2021-06-16,12:00:00 AM,QUKE 1.6,Yes,"How many buds are breaking?","11 to 100",NULL,Leaves,Breaking leaf buds,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26403020,2021-06-16,12:00:00 AM,QUKE 1.6,Yes,"What percentage of the potential canopy space is full with leaves? Ignore dead branches in your estimate of potential canopy space.","50-74%",NULL,Leaves,Leaves,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26403021,2021-06-16,12:00:00 AM,QUKE 1.6,Yes,"What percentage of full size are most leaves?","50-74%",NULL,Leaves,Increasing leaf size,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26403022,2021-06-16,12:00:00 AM,QUKE 1.6,No,"What percentage of the potential canopy space is full with non-green leaf color? Ignore dead branches in your estimate of potential canopy space.",,NULL,Leaves,Colored leaves,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26403023,2021-06-16,12:00:00 AM,QUKE 1.6,No,,,NULL,Leaves,Falling leaves,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26403024,2021-06-16,12:00:00 AM,QUKE 1.6,Yes,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.","101 to 1,000",NULL,Flowers,Flowers or flower buds,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26403025,2021-06-16,12:00:00 AM,QUKE 1.6,Yes,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.","95% or more",NULL,Flowers,Open flowers,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26403026,2021-06-16,12:00:00 AM,QUKE 1.6,?,"How much pollen is released?",,NULL,Flowers,Pollen release,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26403027,2021-06-16,12:00:00 AM,QUKE 1.6,No,"How many fruits are present?",,NULL,Fruits,Fruits,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26403028,2021-06-16,12:00:00 AM,QUKE 1.6,No,"What percentage of all fruits (unripe plus ripe) on the plant are ripe? ",,NULL,Fruits,Ripe fruits,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26403029,2021-06-16,12:00:00 AM,QUKE 1.6,No,"How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Fruits,Recent fruit or seed drop,Quercus kelloggii,California black oak,37.0591,-119.2182,CZO,1719,,NULL
26425805,2021-05-14,12:00:00 AM,CECO 2.2,Yes,"How many young leaves are present?","101 to 1,000",NULL,Leaves,Young leaves,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
26425806,2021-05-14,12:00:00 AM,CECO 2.2,Yes,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.","1,001 to 10,000",NULL,Flowers,Flowers or flower buds,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
26425807,2021-05-14,12:00:00 AM,CECO 2.2,No,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.",,NULL,Flowers,Open flowers,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
26425808,2021-05-14,12:00:00 AM,CECO 2.2,No,"How many fruits are present?",,NULL,Fruits,Fruits,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
26425809,2021-05-14,12:00:00 AM,CECO 2.2,No,"What percentage of all fruits (unripe plus ripe) on the plant are ripe? ",,NULL,Fruits,Ripe fruits,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
26425810,2021-05-14,12:00:00 AM,CECO 2.2,No,"How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Fruits,Recent fruit or seed drop,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
26425811,2021-05-14,12:00:00 AM,ARPA 2.3,No,"How many young leaves are present?",,NULL,Leaves,Young leaves,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
26425812,2021-05-14,12:00:00 AM,ARPA 2.3,No,"What percentage of all fruits (unripe plus ripe) on the plant are ripe? ",,NULL,Fruits,Ripe fruits,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
26425813,2021-05-14,12:00:00 AM,ARPA 2.3,No,"How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Fruits,Recent fruit or seed drop,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
26425814,2021-05-14,12:00:00 AM,ARPA 2.2,No,"How many buds are breaking?",,NULL,Leaves,Breaking leaf buds,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
26425815,2021-05-14,12:00:00 AM,ARPA 2.2,No,"How many young leaves are present?",,NULL,Leaves,Young leaves,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
26425816,2021-05-14,12:00:00 AM,ARPA 2.2,Yes,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.","11 to 100",NULL,Flowers,Flowers or flower buds,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
26425817,2021-05-14,12:00:00 AM,ARPA 2.2,Yes,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.","95% or more",NULL,Flowers,Open flowers,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
26425818,2021-05-14,12:00:00 AM,ARPA 2.2,Yes,"How many fruits are present?","101 to 1,000",NULL,Fruits,Fruits,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
26425819,2021-05-14,12:00:00 AM,ARPA 2.2,No,"What percentage of all fruits (unripe plus ripe) on the plant are ripe? ",,NULL,Fruits,Ripe fruits,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
26425820,2021-05-14,12:00:00 AM,ARPA 2.2,No,"How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Fruits,Recent fruit or seed drop,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
26425821,2021-05-14,12:00:00 AM,CECO 2.5,Yes,"How many young leaves are present?","1,001 to 10,000",NULL,Leaves,Young leaves,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
26425822,2021-05-14,12:00:00 AM,CECO 2.5,Yes,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.","101 to 1,000",NULL,Flowers,Flowers or flower buds,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
26425823,2021-05-14,12:00:00 AM,CECO 2.5,No,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.",,NULL,Flowers,Open flowers,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
26425824,2021-05-14,12:00:00 AM,CECO 2.5,No,"How many fruits are present?",,NULL,Fruits,Fruits,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
26425825,2021-05-14,12:00:00 AM,CECO 2.5,No,"What percentage of all fruits (unripe plus ripe) on the plant are ripe? ",,NULL,Fruits,Ripe fruits,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
26425826,2021-05-14,12:00:00 AM,CECO 2.5,No,"How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Fruits,Recent fruit or seed drop,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
26425827,2021-05-14,12:00:00 AM,ARPA 2.5,No,"How many buds are breaking?",,NULL,Leaves,Breaking leaf buds,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
26425828,2021-05-14,12:00:00 AM,ARPA 2.5,No,"How many young leaves are present?",,NULL,Leaves,Young leaves,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
26425829,2021-05-14,12:00:00 AM,ARPA 2.5,Yes,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.","11 to 100",NULL,Flowers,Flowers or flower buds,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
26425830,2021-05-14,12:00:00 AM,ARPA 2.5,Yes,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.","95% or more",NULL,Flowers,Open flowers,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
26425831,2021-05-14,12:00:00 AM,ARPA 2.5,Yes,"How many fruits are present?","101 to 1,000",NULL,Fruits,Fruits,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
26425832,2021-05-14,12:00:00 AM,ARPA 2.5,No,"What percentage of all fruits (unripe plus ripe) on the plant are ripe? ",,NULL,Fruits,Ripe fruits,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
26425833,2021-05-14,12:00:00 AM,ARPA 2.5,No,"How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Fruits,Recent fruit or seed drop,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
26425834,2021-05-14,12:00:00 AM,CECO 2.3,Yes,"How many young leaves are present?","101 to 1,000",NULL,Leaves,Young leaves,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
26425835,2021-05-14,12:00:00 AM,CECO 2.3,Yes,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.","101 to 1,000",NULL,Flowers,Flowers or flower buds,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
26425836,2021-05-14,12:00:00 AM,CECO 2.3,No,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.",,NULL,Flowers,Open flowers,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
26425837,2021-05-14,12:00:00 AM,CECO 2.3,No,"How many fruits are present?",,NULL,Fruits,Fruits,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
26425838,2021-05-14,12:00:00 AM,CECO 2.3,No,"What percentage of all fruits (unripe plus ripe) on the plant are ripe? ",,NULL,Fruits,Ripe fruits,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
26425839,2021-05-14,12:00:00 AM,CECO 2.3,No,"How many mature fruits have dropped seeds or have completely dropped or been removed from the plant since your last visit?",,NULL,Fruits,Recent fruit or seed drop,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
26425840,2021-05-14,12:00:00 AM,ARPA 2.3,No,"How many buds are breaking?",,NULL,Leaves,Breaking leaf buds,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
26425841,2021-05-14,12:00:00 AM,ARPA 2.3,Yes,"How many flowers and flower buds are present? For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), simply estimate the number of flower heads, spikes or catkins and not the number of individual flowers.","101 to 1,000",NULL,Flowers,Flowers or flower buds,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
26425842,2021-05-14,12:00:00 AM,ARPA 2.3,Yes,"What percentage of all fresh flowers (buds plus unopened plus open) on the plant are open?  For species in which individual flowers are clustered in flower heads, spikes or catkins (inflorescences), estimate the percentage of all individual flowers that are open.","50-74%",NULL,Flowers,Open flowers,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
26425843,2021-05-14,12:00:00 AM,ARPA 2.3,Yes,"How many fruits are present?","11 to 100",NULL,Fruits,Fruits,Arctostaphylos patula,greenleaf manzanita,37.0173,-119.144,CZO 2,1953,,NULL
26425844,2021-05-14,12:00:00 AM,CECO 2.4,Yes,"How many young leaves are present?","101 to 1,000",NULL,Leaves,Young leaves,Ceanothus cordulatus,whitethorn ceanothus,37.0173,-119.144,CZO 2,1953,,NULL
